exposure	metabolite	nsnp	b	se	pval	direction	UKB_label	UKB_name	UKB_name2	UKB_unit	UKB_class	UKB_subclass	UKB_subclass_unit	UKB_derived
WHRadjBMI	hdlsize	272	-0.410391764940156	0.0309158680516488	3.25566103117418e-40	-	hdlsize	HDL_size	Average diameter for HDL particles	nm	Lipoprotein particle sizes	Lipoprotein particle sizes		no
WHRadjBMI	xxlvldlfc	272	0.386835258640194	0.0330481884518999	1.19893223108918e-31	+	xxlvldlfc	XXL_VLDL_FC	Free cholesterol in chylomicrons and extremely large VLDL	mmol/l	Lipoprotein subclasses	Chylomicrons and extremely large VLDL	particle diameters from 75 nm upwards	no
WHRadjBMI	sldll	272	0.158644569929479	0.0280879239574831	1.62191624538273e-08	+	sldll	S_LDL_L	Total lipids in small LDL	mmol/l	Lipoprotein subclasses	Small LDL	average diameter 18.7 nm	no
WHRadjBMI	sldlc	272	0.153758225714951	0.0275146145719498	2.29384599032486e-08	+	sldlc	S_LDL_C	Cholesterol in small LDL	mmol/l	Lipoprotein subclasses	Small LDL	average diameter 18.7 nm	no
WHRadjBMI	svldlc	272	0.261764339874148	0.0299973761371484	2.63276832649317e-18	+	svldlc	S_VLDL_C	Cholesterol in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	no
WHRadjBMI	vldlc	272	0.273297376889816	0.0299972116745957	8.18073547463211e-20	+	vldlc	VLDL_C	VLDL cholesterol	mmol/l	Cholesterol	Cholesterol		no
WHRadjBMI	mhdltgpct	272	0.405591172599078	0.0329474780563633	7.97912702646066e-35	+	mhdltgpct	M_HDL_TG_pct	Triglycerides to total lipids ratio in medium HDL	%	Relative lipoprotein lipid concentrations	Medium HDL ratios		yes
WHRadjBMI	xsvldlcpct	272	-0.316586130098488	0.0330126397662865	8.82166185249151e-22	-	xsvldlcpct	XS_VLDL_C_pct	Cholesterol to total lipids ratio in very small VLDL	%	Relative lipoprotein lipid concentrations	Very small VLDL ratios		yes
WHRadjBMI	ldlce	272	0.132143300809892	0.0268865135416173	8.88484412356299e-07	+	ldlce	LDL_CE	Cholesteryl esters in LDL	mmol/l	Cholesteryl esters	Cholesteryl esters		no
WHRadjBMI	svldlfc	272	0.214513985322763	0.028605007089359	6.42202057581705e-14	+	svldlfc	S_VLDL_FC	Free cholesterol in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	no
WHRadjBMI	mvldltg	272	0.404613578216925	0.0332212904027767	4.00482073125147e-34	+	mvldltg	M_VLDL_TG	Triglycerides in medium VLDL	mmol/l	Lipoprotein subclasses	Medium VLDL	average diameter 44.5 nm	no
WHRadjBMI	xlvldlp	272	0.428414110888893	0.0338022294719042	8.22582874620905e-37	+	xlvldlp	XL_VLDL_P	Concentration of very large VLDL particles	mmol/l	Lipoprotein subclasses	Very large VLDL	average diameter 64 nm	no
WHRadjBMI	shdlp	272	0.178057314819331	0.024786253789786	6.78435812616641e-13	+	shdlp	S_HDL_P	Concentration of small HDL particles	mmol/l	Lipoprotein subclasses	Small HDL	average diameter 8.7 nm	no
WHRadjBMI	xlhdlce	272	-0.423601123410602	0.0311168878188938	3.34176721708255e-42	-	xlhdlce	XL_HDL_CE	Cholesteryl esters in very large HDL	mmol/l	Lipoprotein subclasses	Very large HDL	average diameter 14.3 nm	no
WHRadjBMI	hdlpl	272	-0.225987324917268	0.0290247334857165	6.91498136755997e-15	-	hdlpl	HDL_PL	Phospholipids in HDL	mmol/l	Phospholipids	Phospholipids		no
WHRadjBMI	lhdll	272	-0.398658634946159	0.0314163284992664	6.75848911147902e-37	-	lhdll	L_HDL_L	Total lipids in large HDL	mmol/l	Lipoprotein subclasses	Large HDL	average diameter 12.1 nm	no
WHRadjBMI	sldltg	272	0.358084849458954	0.0347033337338941	5.81502578951535e-25	+	sldltg	S_LDL_TG	Triglycerides in small LDL	mmol/l	Lipoprotein subclasses	Small LDL	average diameter 18.7 nm	no
WHRadjBMI	shdlcepct	272	-0.133973211127021	0.0267655092048106	5.57339153692291e-07	-	shdlcepct	S_HDL_CE_pct	Cholesteryl esters to total lipids ratio in small HDL	%	Relative lipoprotein lipid concentrations	Small HDL ratios		yes
WHRadjBMI	mvldlfc	272	0.219602605611566	0.0283059737746391	8.61624283046742e-15	+	mvldlfc	M_VLDL_FC	Free cholesterol in medium VLDL	mmol/l	Lipoprotein subclasses	Medium VLDL	average diameter 44.5 nm	no
WHRadjBMI	mvldlplpct	272	-0.220084126118886	0.0298621715065658	1.70631374953712e-13	-	mvldlplpct	M_VLDL_PL_pct	Phospholipids to total lipids ratio in medium VLDL	%	Relative lipoprotein lipid concentrations	Medium VLDL ratios		yes
WHRadjBMI	remnantc	272	0.13609065691781	0.0270562607584708	4.9070062465232e-07	+	remnantc	Remnant_C	Remnant cholesterol (non-HDL, non-LDL -cholesterol)	mmol/l	Cholesterol	Cholesterol		no
WHRadjBMI	mldlplpct	272	-0.174623991301687	0.0242783127840684	6.35728359610708e-13	-	mldlplpct	M_LDL_PL_pct	Phospholipids to total lipids ratio in medium LDL	%	Relative lipoprotein lipid concentrations	Medium LDL ratios		yes
WHRadjBMI	svldlce	272	0.284898045700855	0.0306679824372094	1.54643759418044e-20	+	svldlce	S_VLDL_CE	Cholesteryl esters in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	no
WHRadjBMI	mvldlcpct	272	-0.355377668191051	0.0320395613026028	1.37432372662597e-28	-	mvldlcpct	M_VLDL_C_pct	Cholesterol to total lipids ratio in medium VLDL	%	Relative lipoprotein lipid concentrations	Medium VLDL ratios		yes
WHRadjBMI	lvldlpl	272	0.425368506795862	0.0338325108865532	2.98079077630568e-36	+	lvldlpl	L_VLDL_PL	Phospholipids in large VLDL	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHRadjBMI	mhdlplpct	272	0.355329909361998	0.0319042295057105	8.24999755809991e-29	+	mhdlplpct	M_HDL_PL_pct	Phospholipids to total lipids ratio in medium HDL	%	Relative lipoprotein lipid concentrations	Medium HDL ratios		yes
WHRadjBMI	ldltg	272	0.290873143437781	0.0321378164765385	1.41916836107633e-19	+	ldltg	LDL_TG	Triglycerides in LDL	mmol/l	Triglycerides	Triglycerides		no
WHRadjBMI	xsvldlplpct	272	0.130047414878108	0.0254144499227069	3.10325232041159e-07	+	xsvldlplpct	XS_VLDL_PL_pct	Phospholipids to total lipids ratio in very small VLDL	%	Relative lipoprotein lipid concentrations	Very small VLDL ratios		yes
WHRadjBMI	mvldlc	272	0.116098516702395	0.0269682423554269	1.66979208571974e-05	+	mvldlc	M_VLDL_C	Cholesterol in medium VLDL	mmol/l	Lipoprotein subclasses	Medium VLDL	average diameter 44.5 nm	no
WHRadjBMI	omega6byomega3	272	-0.127872740574774	0.0245716943900451	1.94973801693677e-07	-	omega6byomega3	Omega_6_by_Omega_3	Ratio of omega-6 fatty acids to omega-3 fatty acids	ratio	Fatty acids	Fatty acid ratios		yes
WHRadjBMI	idlfcpct	272	-0.190255280763793	0.0254427409107906	7.5587203249204e-14	-	idlfcpct	IDL_FC_pct	Free cholesterol to total lipids ratio in IDL	%	Relative lipoprotein lipid concentrations	IDL ratios		yes
WHRadjBMI	xsvldlpl	272	0.167137793878077	0.0280513829578747	2.54917632934362e-09	+	xsvldlpl	XS_VLDL_PL	Phospholipids in very small VLDL	mmol/l	Lipoprotein subclasses	Very small VLDL	average diameter 31.3 nm	no
WHRadjBMI	shdlfc	272	0.121885746276302	0.0260203912883672	2.81001204993694e-06	+	shdlfc	S_HDL_FC	Free cholesterol in small HDL	mmol/l	Lipoprotein subclasses	Small HDL	average diameter 8.7 nm	no
WHRadjBMI	lvldlc	272	0.391816771046707	0.032511444880105	1.90090511962244e-33	+	lvldlc	L_VLDL_C	Cholesterol in large VLDL	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHRadjBMI	lldlp	272	0.10728694905553	0.0279709609285287	0.000125230226440046	+	lldlp	L_LDL_P	Concentration of large LDL particles	mmol/l	Lipoprotein subclasses	Large LDL	average diameter 25.5 nm	no
WHRadjBMI	mhdlce	272	-0.244791960429765	0.0299556342209291	3.03779132263635e-16	-	mhdlce	M_HDL_CE	Cholesteryl esters in medium HDL	mmol/l	Lipoprotein subclasses	Medium HDL	average diameter 10.9 nm	no
WHRadjBMI	mvldltgpct	272	0.332527386146004	0.03171250308288	1.00512333036692e-25	+	mvldltgpct	M_VLDL_TG_pct	Triglycerides to total lipids ratio in medium VLDL	%	Relative lipoprotein lipid concentrations	Medium VLDL ratios		yes
WHRadjBMI	lvldlfcpct	272	0.13978195860487	0.0258019409820699	6.04388917728028e-08	+	lvldlfcpct	L_VLDL_FC_pct	Free cholesterol to total lipids ratio in large VLDL	%	Relative lipoprotein lipid concentrations	Large VLDL ratios		yes
WHRadjBMI	mldltg	272	0.319257299529992	0.0335033268374196	1.58618552744498e-21	+	mldltg	M_LDL_TG	Triglycerides in medium LDL	mmol/l	Lipoprotein subclasses	Medium LDL	average diameter 23 nm	no
WHRadjBMI	svldlp	272	0.359306034438103	0.0331848595471265	2.55277574781448e-27	+	svldlp	S_VLDL_P	Concentration of small VLDL particles	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	no
WHRadjBMI	val	272	0.18945807179819	0.0235132812916376	7.78757991099731e-16	+	val	Val	Valine	mmol/l	Amino acids	Branched-chain amino acids		no
WHRadjBMI	lhdlfc	272	-0.404132532407638	0.0310632886909684	1.07380689437997e-38	-	lhdlfc	L_HDL_FC	Free cholesterol in large HDL	mmol/l	Lipoprotein subclasses	Large HDL	average diameter 12.1 nm	no
WHRadjBMI	xlhdlcpct	272	0.146247628723286	0.0243198754439768	1.81557270423224e-09	+	xlhdlcpct	XL_HDL_C_pct	Cholesterol to total lipids ratio in very large HDL	%	Relative lipoprotein lipid concentrations	Very large HDL ratios		yes
WHRadjBMI	lhdlp	272	-0.397244940737594	0.0313513439444485	8.58927619678503e-37	-	lhdlp	L_HDL_P	Concentration of large HDL particles	mmol/l	Lipoprotein subclasses	Large HDL	average diameter 12.1 nm	no
WHRadjBMI	svldltg	272	0.412324378434875	0.0356146102354992	5.36522678940078e-31	+	svldltg	S_VLDL_TG	Triglycerides in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	no
WHRadjBMI	shdlpl	272	0.184692138898801	0.0260250731688087	1.27770918970248e-12	+	shdlpl	S_HDL_PL	Phospholipids in small HDL	mmol/l	Lipoprotein subclasses	Small HDL	average diameter 8.7 nm	no
WHRadjBMI	lldlfcpct	272	-0.392066714704259	0.0346574523404215	1.13639770096733e-29	-	lldlfcpct	L_LDL_FC_pct	Free cholesterol to total lipids ratio in large LDL	%	Relative lipoprotein lipid concentrations	Large LDL ratios		yes
WHRadjBMI	sldlce	272	0.197997644462811	0.0284657784225855	3.50970519717324e-12	+	sldlce	S_LDL_CE	Cholesteryl esters in small LDL	mmol/l	Lipoprotein subclasses	Small LDL	average diameter 18.7 nm	no
WHRadjBMI	omega6pct	272	-0.308800992515019	0.0291453469631927	3.13645363465966e-26	-	omega6pct	Omega_6_pct	Ratio of omega-6 fatty acids to total fatty acids	%	Fatty acids	Fatty acid ratios		yes
WHRadjBMI	sldltgpct	272	0.297129627420868	0.031782657516642	8.86498782450661e-21	+	sldltgpct	S_LDL_TG_pct	Triglycerides to total lipids ratio in small LDL	%	Relative lipoprotein lipid concentrations	Small LDL ratios		yes
WHRadjBMI	xlvldlcpct	272	-0.329834267662328	0.0306978208066535	6.2867804928819e-27	-	xlvldlcpct	XL_VLDL_C_pct	Cholesterol to total lipids ratio in very large VLDL	%	Relative lipoprotein lipid concentrations	Very large VLDL ratios		yes
WHRadjBMI	xxlvldlp	272	0.382045708939379	0.0328665098413059	3.10618272733378e-31	+	xxlvldlp	XXL_VLDL_P	Concentration of chylomicrons and extremely large VLDL particles	mmol/l	Lipoprotein subclasses	Chylomicrons and extremely large VLDL	particle diameters from 75 nm upwards	no
WHRadjBMI	shdlcpct	272	-0.20323382304603	0.0275411859753567	1.59160830922943e-13	-	shdlcpct	S_HDL_C_pct	Cholesterol to total lipids ratio in small HDL	%	Relative lipoprotein lipid concentrations	Small HDL ratios		yes
WHRadjBMI	xxlvldlplpct	272	0.229605782609651	0.0257066917828105	4.19316570914386e-19	+	xxlvldlplpct	XXL_VLDL_PL_pct	Phospholipids to total lipids ratio in chylomicrons and extremely large VLDL	%	Relative lipoprotein lipid concentrations	Chylomicrons and extremely large VLDL ratios		yes
WHRadjBMI	pufapct	272	-0.27696679761864	0.0260227127949695	1.87430526137445e-26	-	pufapct	PUFA_pct	Ratio of polyunsaturated fatty acids to total fatty acids	%	Fatty acids	Fatty acid ratios		yes
WHRadjBMI	lldlcepct	272	0.104904224275283	0.0258565655899678	4.96730486744612e-05	+	lldlcepct	L_LDL_CE_pct	Cholesteryl esters to total lipids ratio in large LDL	%	Relative lipoprotein lipid concentrations	Large LDL ratios		yes
WHRadjBMI	svldlpl	272	0.283286673597105	0.0306692167458869	2.53882322782934e-20	+	svldlpl	S_VLDL_PL	Phospholipids in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	no
WHRadjBMI	apobbyapoa1	272	0.231711538026076	0.030142883567374	1.50500562499824e-14	+	apobbyapoa1	ApoB_by_ApoA1	Ratio of apolipoprotein B to apolipoprotein A1	ratio	Apolipoproteins	Apolipoproteins		no
WHRadjBMI	xlvldltgpct	272	0.266897818439003	0.0292287520971964	6.76534943288507e-20	+	xlvldltgpct	XL_VLDL_TG_pct	Triglycerides to total lipids ratio in very large VLDL	%	Relative lipoprotein lipid concentrations	Very large VLDL ratios		yes
WHRadjBMI	xlvldlc	272	0.390266779902049	0.0327282602189784	8.82560358527403e-33	+	xlvldlc	XL_VLDL_C	Cholesterol in very large VLDL	mmol/l	Lipoprotein subclasses	Very large VLDL	average diameter 64 nm	no
WHRadjBMI	mldlcepct	272	0.303179767287143	0.0260592916709244	2.7607333980931e-31	+	mldlcepct	M_LDL_CE_pct	Cholesteryl esters to total lipids ratio in medium LDL	%	Relative lipoprotein lipid concentrations	Medium LDL ratios		yes
WHRadjBMI	shdlc	272	0.131837811351025	0.0241588051931194	4.83884104726597e-08	+	shdlc	S_HDL_C	Cholesterol in small HDL	mmol/l	Lipoprotein subclasses	Small HDL	average diameter 8.7 nm	no
WHRadjBMI	idltg	272	0.259648094650021	0.030985142411949	5.30351876636338e-17	+	idltg	IDL_TG	Triglycerides in IDL	mmol/l	Lipoprotein subclasses	IDL	average diameter 28.6 nm	no
WHRadjBMI	lvldlfc	272	0.418755126956398	0.0334371160529956	5.54182999304708e-36	+	lvldlfc	L_VLDL_FC	Free cholesterol in large VLDL	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHRadjBMI	mufapct	272	0.287848365686055	0.0299829458484841	7.96323899775137e-22	+	mufapct	MUFA_pct	Ratio of monounsaturated fatty acids to total fatty acids	%	Fatty acids	Fatty acid ratios		yes
WHRadjBMI	ala	272	0.12889250537364	0.0228520854546503	1.69758981642987e-08	+	ala	Ala	Alanine	mmol/l	Amino acids	Amino acids		no
WHRadjBMI	xlhdll	272	-0.404898979073614	0.0304031486592566	1.82731240662386e-40	-	xlhdll	XL_HDL_L	Total lipids in very large HDL	mmol/l	Lipoprotein subclasses	Very large HDL	average diameter 14.3 nm	no
WHRadjBMI	totaltg	272	0.403102891151729	0.0338681697159192	1.15383571722946e-32	+	totaltg	Total_TG	Total triglycerides	mmol/l	Triglycerides	Triglycerides		no
WHRadjBMI	mvldlp	272	0.2765315125342	0.029669343805822	1.15852433450513e-20	+	mvldlp	M_VLDL_P	Concentration of medium VLDL particles	mmol/l	Lipoprotein subclasses	Medium VLDL	average diameter 44.5 nm	no
WHRadjBMI	sldlplpct	272	-0.322859824530093	0.0277649171198683	2.95802722032839e-31	-	sldlplpct	S_LDL_PL_pct	Phospholipids to total lipids ratio in small LDL	%	Relative lipoprotein lipid concentrations	Small LDL ratios		yes
WHRadjBMI	acetate	272	-0.101291795062147	0.0216406147482692	2.85989245245599e-06	-	acetate	Acetate	Acetate	mmol/l	Ketone bodies	Ketone bodies		no
WHRadjBMI	mldlfcpct	272	-0.387470777089521	0.0324215451004156	6.41274456194684e-33	-	mldlfcpct	M_LDL_FC_pct	Free cholesterol to total lipids ratio in medium LDL	%	Relative lipoprotein lipid concentrations	Medium LDL ratios		yes
WHRadjBMI	sldlfcpct	272	-0.292770695940742	0.0303481689115335	5.05837214188118e-22	-	sldlfcpct	S_LDL_FC_pct	Free cholesterol to total lipids ratio in small LDL	%	Relative lipoprotein lipid concentrations	Small LDL ratios		yes
WHRadjBMI	lhdlpl	272	-0.382705550001775	0.0311912003956258	1.31799066841302e-34	-	lhdlpl	L_HDL_PL	Phospholipids in large HDL	mmol/l	Lipoprotein subclasses	Large HDL	average diameter 12.1 nm	no
WHRadjBMI	lhdlplpct	272	0.317558735845626	0.0300966791254835	5.01053426686407e-26	+	lhdlplpct	L_HDL_PL_pct	Phospholipids to total lipids ratio in large HDL	%	Relative lipoprotein lipid concentrations	Large HDL ratios		yes
WHRadjBMI	sfapct	272	0.15197865775975	0.021863290207091	3.61892007912377e-12	+	sfapct	SFA_pct	Ratio of saturated fatty acids to total fatty acids	%	Fatty acids	Fatty acid ratios		yes
WHRadjBMI	mldlp	272	0.207687555466403	0.0265702156072896	5.42885413680834e-15	+	mldlp	M_LDL_P	Concentration of medium LDL particles	mmol/l	Lipoprotein subclasses	Medium LDL	average diameter 23 nm	no
WHRadjBMI	vldlpl	272	0.349157229747013	0.0322463524536038	2.54174013126464e-27	+	vldlpl	VLDL_PL	Phospholipids in VLDL	mmol/l	Phospholipids	Phospholipids		no
WHRadjBMI	sldlcepct	272	0.299600164784148	0.0272697979755843	4.43708694327573e-28	+	sldlcepct	S_LDL_CE_pct	Cholesteryl esters to total lipids ratio in small LDL	%	Relative lipoprotein lipid concentrations	Small LDL ratios		yes
WHRadjBMI	mhdlfcpct	272	-0.328316063322973	0.0297469174336844	2.53414136526915e-28	-	mhdlfcpct	M_HDL_FC_pct	Free cholesterol to total lipids ratio in medium HDL	%	Relative lipoprotein lipid concentrations	Medium HDL ratios		yes
WHRadjBMI	mhdlc	272	-0.239544271918546	0.0297419031562614	8.00655272551763e-16	-	mhdlc	M_HDL_C	Cholesterol in medium HDL	mmol/l	Lipoprotein subclasses	Medium HDL	average diameter 10.9 nm	no
WHRadjBMI	svldll	272	0.353667873515104	0.0329037171136162	6.01881239756478e-27	+	svldll	S_VLDL_L	Total lipids in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	no
WHRadjBMI	mvldll	272	0.316940179837088	0.0307341501848012	6.19910233777581e-25	+	mvldll	M_VLDL_L	Total lipids in medium VLDL	mmol/l	Lipoprotein subclasses	Medium VLDL	average diameter 44.5 nm	no
WHRadjBMI	xlvldlpl	272	0.412519559422967	0.0333324047366811	3.52777294139073e-35	+	xlvldlpl	XL_VLDL_PL	Phospholipids in very large VLDL	mmol/l	Lipoprotein subclasses	Very large VLDL	average diameter 64 nm	no
WHRadjBMI	ldlsize	272	-0.233614425362814	0.0245290220720827	1.66637250151886e-21	-	ldlsize	LDL_size	Average diameter for LDL particles	nm	Lipoprotein particle sizes	Lipoprotein particle sizes		no
WHRadjBMI	gly	272	-0.167586196857899	0.0259347303656027	1.03434305410451e-10	-	gly	Gly	Glycine	mmol/l	Amino acids	Amino acids		no
WHRadjBMI	idltgpct	272	0.283323097957446	0.031167590624317	9.87559869228774e-20	+	idltgpct	IDL_TG_pct	Triglycerides to total lipids ratio in IDL	%	Relative lipoprotein lipid concentrations	IDL ratios		yes
WHRadjBMI	svldlplpct	272	-0.309395138268773	0.0321949877311329	7.25204061518695e-22	-	svldlplpct	S_VLDL_PL_pct	Phospholipids to total lipids ratio in small VLDL	%	Relative lipoprotein lipid concentrations	Small VLDL ratios		yes
WHRadjBMI	ldll	272	0.117366614879361	0.0268341373246805	1.22113408093482e-05	+	ldll	LDL_L	Total lipids in LDL	mmol/l	Total lipids	Total lipids		no
WHRadjBMI	xlvldlfc	272	0.40290299663621	0.0332257155652586	7.66906572499499e-34	+	xlvldlfc	XL_VLDL_FC	Free cholesterol in very large VLDL	mmol/l	Lipoprotein subclasses	Very large VLDL	average diameter 64 nm	no
WHRadjBMI	xsvldlfcpct	272	-0.136491004318529	0.0266246427027695	2.95191388194293e-07	-	xsvldlfcpct	XS_VLDL_FC_pct	Free cholesterol to total lipids ratio in very small VLDL	%	Relative lipoprotein lipid concentrations	Very small VLDL ratios		yes
WHRadjBMI	mhdlp	272	-0.186799010903576	0.0288800181031407	9.92390474725869e-11	-	mhdlp	M_HDL_P	Concentration of medium HDL particles	mmol/l	Lipoprotein subclasses	Medium HDL	average diameter 10.9 nm	no
WHRadjBMI	xlvldltg	272	0.428414239003019	0.0336817422707419	4.60918692115609e-37	+	xlvldltg	XL_VLDL_TG	Triglycerides in very large VLDL	mmol/l	Lipoprotein subclasses	Very large VLDL	average diameter 64 nm	no
WHRadjBMI	totalbcaa	272	0.18279802410155	0.0234052234530928	5.71254228267118e-15	+	totalbcaa	Total_BCAA	Total concentration of branched-chain amino acids	mmol/l	Amino acids	Branched-chain amino acids	leucine + isoleucine + valine	no
WHRadjBMI	shdll	272	0.207868802677238	0.0259788446663896	1.22948062611273e-15	+	shdll	S_HDL_L	Total lipids in small HDL	mmol/l	Lipoprotein subclasses	Small HDL	average diameter 8.7 nm	no
WHRadjBMI	xlhdlcepct	272	-0.115970210647279	0.0241103796275991	1.50952701206916e-06	-	xlhdlcepct	XL_HDL_CE_pct	Cholesteryl esters to total lipids ratio in very large HDL	%	Relative lipoprotein lipid concentrations	Very large HDL ratios		yes
WHRadjBMI	hdlc	272	-0.334587099014524	0.0310045702992694	3.77406442867988e-27	-	hdlc	HDL_C	HDL cholesterol	mmol/l	Cholesterol	Cholesterol		no
WHRadjBMI	xxlvldlpl	272	0.395206296204449	0.0333362990236204	2.02399877775619e-32	+	xxlvldlpl	XXL_VLDL_PL	Phospholipids in chylomicrons and extremely large VLDL	mmol/l	Lipoprotein subclasses	Chylomicrons and extremely large VLDL	particle diameters from 75 nm upwards	no
WHRadjBMI	shdlfcpct	272	-0.214904727708029	0.0276383452888559	7.50904162634744e-15	-	shdlfcpct	S_HDL_FC_pct	Free cholesterol to total lipids ratio in small HDL	%	Relative lipoprotein lipid concentrations	Small HDL ratios		yes
WHRadjBMI	xlhdlpl	272	-0.407926422219265	0.030444825535752	6.13863163478313e-41	-	xlhdlpl	XL_HDL_PL	Phospholipids in very large HDL	mmol/l	Lipoprotein subclasses	Very large HDL	average diameter 14.3 nm	no
WHRadjBMI	vldltg	272	0.413242886074379	0.0337518000302862	1.81830223855636e-34	+	vldltg	VLDL_TG	Triglycerides in VLDL	mmol/l	Triglycerides	Triglycerides		no
WHRadjBMI	sfa	272	0.241405223740147	0.0281519851011262	9.90271343296938e-18	+	sfa	SFA	Saturated fatty acids	mmol/l	Fatty acids	Fatty acids		no
WHRadjBMI	lldltg	272	0.260011211563405	0.0308736712453904	3.70812565942917e-17	+	lldltg	L_LDL_TG	Triglycerides in large LDL	mmol/l	Lipoprotein subclasses	Large LDL	average diameter 25.5 nm	no
WHRadjBMI	tgbypg	272	0.443038897214117	0.034329926191277	4.20032830729555e-38	+	tgbypg	TG_by_PG	Ratio of triglycerides to phosphoglycerides	ratio	Other lipids	Other lipids		no
WHRadjBMI	hdlce	272	-0.343491459303479	0.0314106153182717	7.79564628027671e-28	-	hdlce	HDL_CE	Cholesteryl esters in HDL	mmol/l	Cholesteryl esters	Cholesteryl esters		no
WHRadjBMI	svldltgpct	272	0.250779290416166	0.0318603236363096	3.51228167192945e-15	+	svldltgpct	S_VLDL_TG_pct	Triglycerides to total lipids ratio in small VLDL	%	Relative lipoprotein lipid concentrations	Small VLDL ratios		yes
WHRadjBMI	xsvldlfc	272	0.129473328209707	0.0264696738364051	1.00129607829134e-06	+	xsvldlfc	XS_VLDL_FC	Free cholesterol in very small VLDL	mmol/l	Lipoprotein subclasses	Very small VLDL	average diameter 31.3 nm	no
WHRadjBMI	glyca	272	0.248042615435785	0.0300008597172033	1.36396066598241e-16	+	glyca	GlycA	Glycoprotein acetyls	mmol/l	Inflammation	Inflammation		no
WHRadjBMI	svldlfcpct	272	-0.31875237999101	0.032285504204538	5.45499409326543e-23	-	svldlfcpct	S_VLDL_FC_pct	Free cholesterol to total lipids ratio in small VLDL	%	Relative lipoprotein lipid concentrations	Small VLDL ratios		yes
WHRadjBMI	xxlvldll	272	0.372582018733328	0.0322451859429521	6.99272405190141e-31	+	xxlvldll	XXL_VLDL_L	Total lipids in chylomicrons and extremely large VLDL	mmol/l	Lipoprotein subclasses	Chylomicrons and extremely large VLDL	particle diameters from 75 nm upwards	no
WHRadjBMI	mhdlcpct	272	-0.402443790674048	0.0325221029390406	3.59257428017986e-35	-	mhdlcpct	M_HDL_C_pct	Cholesterol to total lipids ratio in medium HDL	%	Relative lipoprotein lipid concentrations	Medium HDL ratios		yes
WHRadjBMI	xxlvldlc	272	0.395113183074124	0.0329100966874789	3.31106008589274e-33	+	xxlvldlc	XXL_VLDL_C	Cholesterol in chylomicrons and extremely large VLDL	mmol/l	Lipoprotein subclasses	Chylomicrons and extremely large VLDL	particle diameters from 75 nm upwards	no
WHRadjBMI	lvldlce	272	0.357606955586761	0.0313896138462945	4.55593662011467e-30	+	lvldlce	L_VLDL_CE	Cholesteryl esters in large VLDL	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHRadjBMI	lvldlcepct	272	-0.251709819053494	0.0282526994345754	5.13878514689436e-19	-	lvldlcepct	L_VLDL_CE_pct	Cholesteryl esters to total lipids ratio in large VLDL	%	Relative lipoprotein lipid concentrations	Large VLDL ratios		yes
WHRadjBMI	dhapct	272	-0.130405938376109	0.0219597100606829	2.87785459845011e-09	-	dhapct	DHA_pct	Ratio of docosahexaenoic acid to total fatty acids	%	Fatty acids	Fatty acid ratios		yes
WHRadjBMI	mhdlcepct	272	-0.372720091746835	0.0317163090977795	6.92240849850651e-32	-	mhdlcepct	M_HDL_CE_pct	Cholesteryl esters to total lipids ratio in medium HDL	%	Relative lipoprotein lipid concentrations	Medium HDL ratios		yes
WHRadjBMI	lhdltgpct	272	0.427139602828035	0.0328388863736719	1.11452436246786e-38	+	lhdltgpct	L_HDL_TG_pct	Triglycerides to total lipids ratio in large HDL	%	Relative lipoprotein lipid concentrations	Large HDL ratios		yes
WHRadjBMI	hdlfc	272	-0.292707579949886	0.0293795656211257	2.21360882338548e-23	-	hdlfc	HDL_FC	Free cholesterol in HDL	mmol/l	Free cholesterol	Free cholesterol		no
WHRadjBMI	mvldlpl	272	0.261906887700475	0.0295652313129359	8.10174353340591e-19	+	mvldlpl	M_VLDL_PL	Phospholipids in medium VLDL	mmol/l	Lipoprotein subclasses	Medium VLDL	average diameter 44.5 nm	no
WHRadjBMI	xsvldlp	272	0.157801781992123	0.0277150000508337	1.24292147605568e-08	+	xsvldlp	XS_VLDL_P	Concentration of very small VLDL particles	mmol/l	Lipoprotein subclasses	Very small VLDL	average diameter 31.3 nm	no
WHRadjBMI	idlcepct	272	-0.187429468925504	0.0271612488437736	5.17759028215302e-12	-	idlcepct	IDL_CE_pct	Cholesteryl esters to total lipids ratio in IDL	%	Relative lipoprotein lipid concentrations	IDL ratios		yes
WHRadjBMI	mhdltg	272	0.316532102238137	0.0302673699079163	1.3485855347653e-25	+	mhdltg	M_HDL_TG	Triglycerides in medium HDL	mmol/l	Lipoprotein subclasses	Medium HDL	average diameter 10.9 nm	no
